p_sex,p_age,p_size,p_edu,p_nuts3,p_income,p_house_income,s1,s2_1,s2_2,s2_3,s2_4,s2_5,s3_1,s3_2,s3_3,s3_4,s3_5,s3_6,s3_7,s3_8,s3_9,s3_10,s3_11,s3_12,s4_1,s4_2,s4_3,s4_4,s5,s6,s6_code1,s6_code2,s6_code3,s7_1,s7_2,s7_2_code1,s7_2_code2,s7_2_code3,s8_1,s8_2,s8_2_code1,s8_2_code2,s8_2_code3,s10,s10_O_T_H,s11_1,s11_2,s11_3,s11_4,s9_1,s9_1_code1,s9_1_code2,s9_1_code3,s9_1_code4,s9_2,s9_2_code1,s9_2_code2,s9_2_code3
ena,36,Vesnice do 999 obyvatel,Maturita,10,88,99,Ano,0,30,30,40,100,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,Rozhlasové zpravodajství,"celı den poslouchám rádio, nemohla bych bez nìj fungovat a zprávy kadou hodinu k tomu patøí","Mám rád/a, je to zvyk, vyhovuje forma",,,blesk,je tam spousta zpráv z více kruhù,Obsah (zamìøení i rozsah),,,novunky.cz,neustále nové  a mìnící se zprávy,"Rychlost, aktuálnost",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na tabletu,0,0,"tištìné noviny ètu jen na návštìvì u svıch rodièù,proote je odebírají",Kdy je dostanu/nìkdo je koupí,,,,"internetové zpravodajstí ètu kdykoliv jdu na internet,tak prvnì kouknu co se kde událo nového",Kdy jsem na internetu,,
ena,55,Velkomìsto nad 100 000 obyvatel,Vyuèen,11,2,1,Ano,30,40,0,30,100,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Jiná,,,3-4x tıdnì,Dennì /témìø dennì,Vùbec,1-2x tıdnì,Obešel /obešla bych se beze všech,sys_filtered_off,"-9,00",,,Lidové noviny,proto,Neuvedl,,,Parlamentní listy,aktuální témata,"Rychlost, aktuálnost",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,"si udìlám kafe, pohodlí a ètu","Kdy odpoèívám/mám pauzu, kdy chci",,,,kdy spìchám,Jiné,,
Mu,51,Obec s 1000 - 1999 obyvateli,Maturita,2,7,9,Ano,10,30,25,35,100,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Technika,,,3-4x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,Televizní zpravodajství,je bez reklam,Jiné,,,lN,jsou velké a levné,Levné/zdarma,,,search,je bez cenzury,"Kvalita, objektivnost",,,"Ano, vypište prosím maximáílní pøípustnou èástku za mìsíc:",10,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na notebooku,0,0,e jsem v práci,Jiné,,,,jsem v práci,Kdy jsem doma/v práci,,
ena,20,Velkomìsto nad 100 000 obyvatel,Maturita,1,2,5,Ano,20,40,35,5,100,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,1-2x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,Ménì èasto,"Internetové zpravodajské deníky, servery",Rychlost šíøení informací.,"Aktuálnost, rychlost",,,Hospodáské,"Obsahují informace, které mì zajímají a které jiné noviny neposkytují.",Obsah (zamìøení i rozsah),,,server èt24,Nejvíc mu vìøím.,"Kvalita, objektivnost",,,Ne,sys_empty,-8,-8,-8,-8,"Ètu je ve vlaku (cesta mi trvá 3,5 hodiny)",Kdy cestuji,,,,"Informace jsou rychlé a aktuální, sleduji je hned po zapnutí prohlíeèe.","Je aktuální, kdykoli dostupné",,
ena,23,Velkomìsto nad 100 000 obyvatel,Maturita,6,3,5,Ano,10,30,50,10,100,Málo mì zajímá,Málo mì zajímá,Málo mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,"Internetové zpravodajské deníky, servery","zajímá mì to,a baví mì to èíst na internetu kdy se nudím",Zajímavé informace,,,ustecky deník,pisou tam o nasem meste,Obsah (zamìøení i rozsah),,,seznam,najdu tam co neznám,Rozsah,,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na mobilu,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na tabletu,kdyz nechci na internet tak ctu tisk,Kdy nemùu na internet,,,,kdyz jsem na internetu a nudim se,Kdy jsem na internetu,Kdy se nudím/relaxuji,
ena,35,Velkomìsto nad 100 000 obyvatel,Vyuèen,1,3,2,Ano,0,2,98,0,100,Málo mì zajímá,Vùbec mì nezajímá,Málo mì zajímá,Vùbec mì nezajímá,Málo mì zajímá,Málo mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,Vùbec,Ménì èasto,1-2x tıdnì,Vùbec,Nevím /je to jedno,sys_filtered_off,"-9,00",,,sys_filtered_off,sys_filtered_off,-9,,,seznam,to ani nevím,Neuvedl,,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,sys_filtered_off,-9,,,,"noviny jsem uvedla,e vùbec neètu",Neuvedl,,
Mu,26,Mìsto s 5000 - 19999 obyvateli,Maturita,8,6,7,Ano,10,50,40,0,100,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Hobby,,,1-2x tıdnì,3-4x tıdnì,Dennì /témìø dennì,Vùbec,"Internetové zpravodajské deníky, servery",zvyk,"Mám rád/a, je to zvyk, vyhovuje forma",,,Právo,zvyk,"Ze zvyku, líbí se mi",,,seznam,zvyk,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,vyjímeènì,Neètu,,,,zvyk,Jiné,,
ena,47,Mìsto s 20000 - 99999 obyvateli,Maturita,8,88,99,Ano,25,25,35,15,100,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Pøekódovat do 1-8 pøíp. ádné,,,Ménì èasto,1-2x tıdnì,1-2x tıdnì,Dennì /témìø dennì,Rozhlasové zpravodajství,"rozhlasové zpravodajství lze poslochat i pøi jiné èinnosti, je objektivnìjší","Mám rád/a, je to zvyk, vyhovuje forma","Pravdivé, kvalitní, ovìøitelné",,Mladá fronta,pøehledné zajímavé zprávy,Obsah (zamìøení i rozsah),,,seznam,nevím,Neuvedl,,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,"èastìji, je to pro mì zajímavìjší","Èasto, pravidelnì",,,,"jen obèas, náhodnì",Jiné,,
Mu,49,Vesnice do 999 obyvatel,Maturita,3,4,8,Ano,0,2,80,18,100,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Pøekódovat do 1-8 pøíp. ádné,,,Vùbec,Ménì èasto,Dennì /témìø dennì,3-4x tıdnì,Obešel /obešla bych se beze všech,sys_filtered_off,"-9,00",,,sys_filtered_off,sys_filtered_off,-9,,,seznam,domovská stránka,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,0,0,0,sys_filtered_off,-9,,,,"noviny vùbec neètu, internet mimochodem",Jiné,,
ena,47,Mìsto s 5000 - 19999 obyvateli,Vyuèen,7,2,99,Ano,30,30,20,20,100,Málo mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,1-2x tıdnì,1-2x tıdnì,"Internetové zpravodajské deníky, servery",Sleduji zprávy a informace na internetu.,Jiné,,,Jabloneckı deník,Jsou tam zprávy i z regionu,Obsah (zamìøení i rozsah),,,seznam,mám to domovskou stránku,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,0,0,0,informace i z regionu,Kvùli obsahu,,,,informace všeho druhu,"Kvùli rozsahu, objektivitì",,
ena,46,Obec s 2000 - 4999 obyvateli,Vyuèen,13,88,88,Ano,0,30,40,30,100,Vùbec mì nezajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Vùbec,3-4x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,Televizní zpravodajství,ivé vysílání,"Mám rád/a, je to zvyk, vyhovuje forma",,,sys_filtered_off,sys_filtered_off,-9,,,seznam,aktuální zprávy,"Rychlost, aktuálnost",,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,0,0,0,sys_filtered_off,-9,,,,"tištìné noviny jsem neuvedla ,ty neètu,internet je aktuálnìjší","Je aktuální, kdykoli dostupné",,
ena,41,Velkomìsto nad 100 000 obyvatel,VŠ,1,3,5,Ano,0,80,10,10,100,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Jiná,,,Ménì èasto,Dennì /témìø dennì,Ménì èasto,Ménì èasto,"Internetové zpravodajské deníky, servery",je pro mì nejdostupnìjší,Dostupnost,,,MF,jsem na nì zvyklá,"Ze zvyku, líbí se mi",,,seznam,ze zvyku,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,0,0,0,dle chuti a nálady,"Kdy odpoèívám/mám pauzu, kdy chci",,,,nejpøístupnìjší,"Je aktuální, kdykoli dostupné",,
ena,54,Obec s 1000 - 1999 obyvateli,Vyuèen,3,1,2,Ano,0,30,70,0,100,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Vùbec mì nezajímá,Vùbec mì nezajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,Vùbec,Dennì /témìø dennì,Dennì /témìø dennì,Vùbec,Televizní zpravodajství,jsem v obraze co se dìje doma i v zahranièí..,Pøehled událostí,,,sys_filtered_off,sys_filtered_off,-9,,,seznam,je první na titulní stránce,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,sys_filtered_off,-9,,,,noviny neètu a internetové servy jsou dostupnìjší,"Je aktuální, kdykoli dostupné",,
Mu,56,Mìsto s 20000 - 99999 obyvateli,Vyuèen,10,5,8,Ano,20,20,40,20,100,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Pøekódovat do 1-8 pøíp. ádné,,,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,Televizní zpravodajství,Jsem zvyklí o 7 hodinì pustit zprávy,"Mám rád/a, je to zvyk, vyhovuje forma",,,MF dnes,ètu je pravidelnì,"Ze zvyku, líbí se mi",,,seznam,je pøehlednı,Pøehledné,,,"Ano, vypište prosím maximáílní pøípustnou èástku za mìsíc:",50kè,Internetové zpravodajství ètu na mobilu,Internetové zpravodajství ètu na notebooku,0,0,"je to klasika,mám to rad","Èasto, pravidelnì",,,,rychleho zpravodajství,"Je aktuální, kdykoli dostupné",,
Mu,54,Obec s 2000 - 4999 obyvateli,Vyuèen,5,88,4,Ano,10,30,60,0,100,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,1-2x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,Ménì èasto,Televizní zpravodajství,Dìní  doma a ve svìtì,Širokı rozsah informací,,,nekupuji,ne,Neuvedl,,,seznam,dobrı,"Vyhovuje, mám rád/a",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na notebooku,0,0,ne,Neètu,,,,dostupnost,"Je aktuální, kdykoli dostupné",,
ena,40,Mìsto s 5000 - 19999 obyvateli,Vyuèen,9,3,7,Ano,0,2,94,4,100,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,Televizní zpravodajství,v kostce všecho se dozvím,Pøehled událostí,,,svitavskı denník,místní informace,Obsah (zamìøení i rozsah),,,seznam,nevím,Neuvedl,,,"Ano, vypište prosím maximáílní pøípustnou èástku za mìsíc:",100,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na tabletu,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na mobilu,e si je nìkdy koupím kvùli informaci co obsahují,Kvùli obsahu,,,,jsou rychlé a aktuální,"Je aktuální, kdykoli dostupné",,
ena,42,Obec s 1000 - 1999 obyvateli,Vyuèen,13,2,7,Ano,10,50,30,10,100,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,1-2x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,3-4x tıdnì,"Internetové zpravodajské deníky, servery","je tam, hodnì zpráv",Širokı rozsah informací,,,zlínské,jsou z mého kraje,Obsah (zamìøení i rozsah),,,seznam,je nejvíc zpráv,Rozsah,,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,chodí mi poštou s televizníma novinama,"Èasto, pravidelnì",,,,jsou tam hned zprávy co se dìje,"Je aktuální, kdykoli dostupné",,
ena,42,Mìsto s 20000 - 99999 obyvateli,Vyuèen,14,4,6,Ano,0,0,100,0,100,Velmi mnì zajímá,Vùbec mì nezajímá,Málo mì zajímá,Vùbec mì nezajímá,Málo mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,3-4x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,Ménì èasto,Televizní zpravodajství,nn,Neuvedl,,,blesk,nn,Neuvedl,,,seznam,hlavni stranka,"Zvyk, nastavená DS",,,"Ano, vypište prosím maximáílní pøípustnou èástku za mìsíc:",300,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na tabletu,0,0,v èekarnì,"V èekárnì, restauraci",,,,nuda,Kdy se nudím/relaxuji,,
Mu,30,Mìsto s 20000 - 99999 obyvateli,Vyuèen,9,5,7,Ano,30,30,30,10,100,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,"Internetové zpravodajské deníky, servery",pohodlné,"Mám rád/a, je to zvyk, vyhovuje forma",,,sport,zajímá mì,Obsah (zamìøení i rozsah),,,seznam,pohodlné,Dostupnost,,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,0,0,0,neøídím relax,"Kdy odpoèívám/mám pauzu, kdy chci",,,,relax,Kdy se nudím/relaxuji,,
Mu,37,Velkomìsto nad 100 000 obyvatel,Maturita,14,4,6,Ano,20,40,30,10,100,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,1-2x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,Televizní zpravodajství,"zajima me,co se deje",Pøehled událostí,,,blesk,prehledne,Obsah (zamìøení i rozsah),,,seznam,prehled na jednom miste,Dostupnost,,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na mobilu,0,0,kdyz se neco stane,Pøi událostech,,,,zajima me deni okolo nas,Kdy mì nìco zajímá,,
Mu,47,Obec s 2000 - 4999 obyvateli,Vyuèen,11,88,7,Ano,10,60,15,15,100,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,"Internetové zpravodajské deníky, servery",najdu si co me zajima,Vybírám si informace/zdroje,,,mf,vyhovuji me,"Ze zvyku, líbí se mi",,,seznam,je prehledny a najdu vse,Pøehledné,Rozsah,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na mobilu,0,0,kdyz si je koupim,Kdy je dostanu/nìkdo je koupí,,,,zajimam se co se deje,Kdy mì nìco zajímá,,
ena,34,Velkomìsto nad 100 000 obyvatel,Maturita,1,2,4,Ano,10,20,70,0,100,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,3-4x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,Ménì èasto,Televizní zpravodajství,pøipadá mi nejdùvìryhodnìjší,"Pravdivé, kvalitní, ovìøitelné",,,Metro,nosí mi je manel :),Dostupnost,,,seznam,pouívám ho i na mail tak je vše na jedné stránce,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,relaxuju u toho,"Kdy odpoèívám/mám pauzu, kdy chci",,,,opravdu se zajímám co se dìje,Kdy mì nìco zajímá,,
Mu,31,Mìsto s 20000 - 99999 obyvateli,VŠ,14,4,7,Ano,5,10,80,5,100,Velmi mnì zajímá,Velmi mnì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,1-2x tıdnì,3-4x tıdnì,Dennì /témìø dennì,1-2x tıdnì,Televizní zpravodajství,"vyhovující èas sledování, monost obrazu","Mám rád/a, je to zvyk, vyhovuje forma",,,blesk,mám k nim pøístup a nekupuji je,Dostupnost,,,seznam,automaticky mi nìco nabídne,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,"e, je mám po ruce",Kdy je dostanu/nìkdo je koupí,,,,"vdy, kdy mì nìco zaujme",Kdy mì nìco zajímá,,
ena,52,Mìsto s 5000 - 19999 obyvateli,Vyuèen,8,3,7,Ano,10,50,20,20,100,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Vaøení,,,1-2x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,3-4x tıdnì,Nevím /je to jedno,sys_filtered_off,"-9,00",,,regionální deník,jsou tam zprávy z mého regionu,Obsah (zamìøení i rozsah),,,seznam,prehlednı,Pøehledné,,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,0,0,0,jsou tam zprávy z regionu,Kvùli obsahu,,,,zajímavé zprávy ze svìta,Kdy mì nìco zajímá,,
Mu,35,Mìsto s 5000 - 19999 obyvateli,Základní,14,3,2,Ano,0,5,65,30,100,Vùbec mì nezajímá,Vùbec mì nezajímá,Málo mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,Velmi mnì zajímá,Málo mì zajímá,Neuvedl,,,Ménì èasto,Ménì èasto,Ménì èasto,3-4x tıdnì,Rozhlasové zpravodajství,spestøení v práci,"Mám rád/a, je to zvyk, vyhovuje forma",,,ádné,noviny nekupuji,DIVNÉ ODPOVÌDI,,,seznam,nevím,Neuvedl,,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,0,0,0,obèas je tam nìco zajímavého,Kvùli obsahu,,,,zajímavosti,Kdy mì nìco zajímá,,
ena,28,Obec s 1000 - 1999 obyvateli,Maturita,3,3,2,Ano,0,20,80,0,100,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,Dennì /témìø dennì,Ménì èasto,Televizní zpravodajství,nevím,Neuvedl,,,ádné,0,Neuvedl,,,seznam,domovská stránka,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,mì nìco vyloenì zajímá,Kvùli obsahu,,,,mi hned nabìhnou,Kdy jsem na internetu,,
ena,47,Mìsto s 20000 - 99999 obyvateli,Základní,14,4,3,Ano,0,30,70,0,100,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,Vùbec,Dennì /témìø dennì,Dennì /témìø dennì,Ménì èasto,Televizní zpravodajství,v klidu si poslechnu,"Mám rád/a, je to zvyk, vyhovuje forma",,,sys_filtered_off,sys_filtered_off,-9,,,seznam,ctu ho,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,sys_filtered_off,-9,,,,jsem na pc,Kdy jsem na internetu,,
ena,29,Mìsto s 20000 - 99999 obyvateli,Maturita,2,2,3,Ano,5,50,30,15,100,Málo mì zajímá,Málo mì zajímá,Málo mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Jiná,,,1-2x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,"Internetové zpravodajské deníky, servery","Na PC jsem kadı den, je to pro mì nejjednodušší.",Trávím èas na internetu,,,ádné,nemám oblíbené,DIVNÉ ODPOVÌDI,,,seznam,jsem na nìj zvyklá,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,0,0,0,kdy se mi nìjaké dostanou do ruky,Kdy je dostanu/nìkdo je koupí,,,,jsem na PC,Kdy jsem na internetu,,
Mu,55,Mìsto s 20000 - 99999 obyvateli,Vyuèen,12,6,8,Ano,5,5,80,10,100,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Hobby,,,1-2x tıdnì,3-4x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,Televizní zpravodajství,lennost,"Mám rád/a, je to zvyk, vyhovuje forma",,,MF Dnes,serioznost,"Pravdivé, kvalitní",,,seznam,pøehlednost,Pøehledné,,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na mobilu,0,0,kdy jsou spoleènì s programem na TV,"Podle pøílohy, dárku",,,,pøi brouzdání,Kdy jsem na internetu,,
Mu,29,Obec s 2000 - 4999 obyvateli,Vyuèen,11,4,9,Ano,10,35,45,10,100,Málo mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Vùbec mì nezajímá,"-9,00",,,1-2x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,1-2x tıdnì,"Internetové zpravodajské deníky, servery",narušenı denní harmonagram,Jiné,,,sport,nejvíc informací o sporte,Obsah (zamìøení i rozsah),,,seznam,pøehlednı,Pøehledné,,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na mobilu,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na tabletu,"v práci,cestování",Jiné,Kdy cestuji,,,èas doma,Kdy jsem doma/v práci,,
